10000	0.000000
20000	0.000000
30000	0.000000
40000	0.000000
50000	0.000000
60000	0.000000
70000	0.000000
80000	0.000000
90000	0.010000
100000	0.000000
110000	0.000000
120000	0.000000
130000	0.010000
140000	0.000000
150000	0.000000
160000	0.010000
170000	0.000000
180000	0.000000
190000	0.000000
200000	0.000000
210000	0.000000
220000	0.000000
230000	0.000000
240000	0.010000
250000	0.000000
260000	0.000000
270000	0.000000
280000	0.000000
290000	0.010000
300000	0.010000
310000	0.000000
320000	0.000000
330000	0.010000
340000	0.010000
350000	0.000000
360000	0.000000
370000	0.000000
380000	0.000000
390000	0.010000
400000	0.000000
410000	0.000000
420000	0.000000
430000	0.000000
440000	0.000000
450000	0.000000
460000	0.000000
470000	0.000000
480000	0.000000
490000	0.010000
500000	0.010000
510000	0.010000
520000	0.010000
530000	0.000000
540000	0.000000
550000	0.010000
560000	0.010000
570000	0.000000
580000	0.010000
590000	0.010000
600000	0.010000
610000	0.010000
620000	0.010000
630000	0.000000
640000	0.010000
650000	0.010000
660000	0.010000
670000	0.010000
680000	0.010000
690000	0.010000
700000	0.010000
710000	0.000000
720000	0.010000
730000	0.010000
740000	0.010000
750000	0.010000
760000	0.010000
770000	0.010000
780000	0.010000
790000	0.010000
800000	0.010000
810000	0.010000
820000	0.010000
830000	0.010000
840000	0.010000
850000	0.010000
860000	0.010000
870000	0.000000
880000	0.010000
890000	0.010000
900000	0.010000
910000	0.010000
920000	0.010000
930000	0.010000
940000	0.010000
950000	0.010000
960000	0.010000
970000	0.010000
980000	0.010000
990000	0.010000
1000000	0.010000
